,Finish,Start,Car #,Make
9231,6,31,42.0,Chevrolet
9232,7,16,1.0,Chevrolet
9233,8,15,48.0,Chevrolet
9234,9,8,4.0,Ford
9235,10,12,22.0,Ford
9236,11,26,14.0,Ford
9237,12,18,6.0,Ford
9238,13,19,17.0,Ford
9239,14,2,9.0,Chevrolet
9240,15,20,13.0,Chevrolet
9241,16,22,37.0,Chevrolet
9242,17,17,21.0,Ford
9243,18,11,8.0,Chevrolet
9244,19,5,2.0,Ford
9245,20,30,36.0,Ford
9246,21,13,3.0,Chevrolet
9247,22,23,43.0,Chevrolet
9248,23,28,41.0,Ford
9249,24,7,24.0,Chevrolet
9250,25,29,38.0,Ford
9251,26,24,32.0,Ford
9252,27,33,15.0,Chevrolet
9253,28,25,95.0,Toyota
9254,29,10,20.0,Toyota
9255,30,35,77.0,Chevrolet
9256,31,36,52.0,Ford
9257,32,34,51.0,Chevrolet
9258,33,32,0.0,Chevrolet
9259,34,21,47.0,Chevrolet
9260,35,6,88.0,Chevrolet
9261,36,27,34.0,Ford
9263,1,4,18.0,Toyota
9264,2,5,22.0,Ford
9265,3,13,2.0,Ford
9266,4,2,4.0,Ford
9267,5,10,12.0,Ford
9268,6,21,1.0,Chevrolet
9269,7,6,11.0,Toyota
9270,8,27,19.0,Toyota
9271,9,3,10.0,Ford
9272,10,1,3.0,Chevrolet
9273,11,8,9.0,Chevrolet
9274,12,15,42.0,Chevrolet
9275,13,20,41.0,Ford
9276,14,12,17.0,Ford
9277,15,22,24.0,Chevrolet
9278,16,14,37.0,Chevrolet
9279,17,11,48.0,Chevrolet
9280,18,24,95.0,Toyota
9281,19,18,20.0,Toyota
9282,20,25,21.0,Ford
9283,21,23,88.0,Chevrolet
9284,22,7,6.0,Ford
9285,23,26,47.0,Chevrolet
9286,24,29,34.0,Ford
9287,25,19,38.0,Ford
9288,26,32,36.0,Ford
9289,27,16,13.0,Chevrolet
9290,28,31,15.0,Chevrolet
9291,29,33,0.0,Chevrolet
9292,30,28,43.0,Chevrolet
9293,31,30,32.0,Ford
9294,32,34,51.0,Chevrolet
9295,33,17,8.0,Chevrolet
9296,34,35,27.0,Chevrolet
9297,35,38,66.0,Toyota
9298,36,37,77.0,Chevrolet
9299,37,36,52.0,Ford
9300,38,9,14.0,Ford
9302,1,3,2.0,Ford
9303,2,7,9.0,Chevrolet
9304,3,13,18.0,Toyota
9305,4,17,12.0,Ford
9306,5,5,11.0,Toyota
9307,6,4,4.0,Ford
9308,7,10,14.0,Ford
9309,8,8,19.0,Toyota
9310,9,2,10.0,Ford
9311,10,9,41.0,Ford
9312,11,29,3.0,Chevrolet
9313,12,19,1.0,Chevrolet
9314,13,22,13.0,Chevrolet
9315,14,16,88.0,Chevrolet
9316,15,14,21.0,Ford
9317,16,15,47.0,Chevrolet
9318,17,26,43.0,Chevrolet
9319,18,6,42.0,Chevrolet
9320,19,1,22.0,Ford
9321,20,21,95.0,Toyota
9322,21,12,37.0,Chevrolet
9323,22,34,24.0,Chevrolet
9324,23,20,6.0,Ford
9325,24,11,48.0,Chevrolet
9326,25,24,17.0,Ford
9327,26,25,38.0,Ford
9328,27,28,8.0,Chevrolet
9329,28,27,0.0,Chevrolet
9330,29,31,36.0,Ford
9331,30,18,20.0,Toyota
9332,31,23,34.0,Ford
9333,32,35,77.0,Chevrolet
9334,33,32,32.0,Ford
9335,34,30,15.0,Chevrolet
9336,35,36,52.0,Chevrolet
9337,36,33,51.0,Chevrolet
9339,1,6,11.0,Toyota
9340,2,25,14.0,Ford
9341,3,4,41.0,Ford
9342,4,11,20.0,Toyota
9343,5,1,48.0,Chevrolet
9344,6,2,24.0,Chevrolet
9345,7,21,10.0,Ford
9346,8,23,4.0,Ford
9347,9,30,1.0,Chevrolet
9348,10,16,18.0,Toyota
9349,11,18,6.0,Ford
9350,12,20,19.0,Toyota
9351,13,3,9.0,Chevrolet
9352,14,5,3.0,Chevrolet
9353,15,15,34.0,Ford
9354,16,17,17.0,Ford
9355,17,8,22.0,Ford
9356,18,24,88.0,Chevrolet
9357,19,14,21.0,Ford
9358,20,19,37.0,Chevrolet
9359,21,9,13.0,Chevrolet
9360,22,27,47.0,Chevrolet
9361,23,10,43.0,Chevrolet
9362,24,29,36.0,Ford
9363,25,28,38.0,Ford
9364,26,26,95.0,Toyota
9365,27,33,96.0,Toyota
9366,28,31,32.0,Ford
9367,29,35,15.0,Chevrolet
9368,30,32,0.0,Chevrolet
9369,31,34,51.0,Chevrolet
9370,32,38,77.0,Chevrolet
9371,33,7,8.0,Chevrolet
9372,34,37,27.0,Chevrolet
9373,35,36,52.0,Chevrolet
9374,36,12,2.0,Ford
9375,37,13,12.0,Ford
9376,38,39,66.0,Toyota
9377,39,22,42.0,Chevrolet
9379,1,17,18.0,Toyota
9380,2,27,1.0,Chevrolet
9381,3,7,22.0,Ford
9382,4,3,12.0,Ford
9383,5,5,11.0,Toyota
9384,6,9,21.0,Ford
9385,7,8,14.0,Ford
9386,8,20,41.0,Ford
9387,9,11,6.0,Ford
9388,10,10,48.0,Chevrolet
9389,11,1,9.0,Chevrolet
9390,12,21,95.0,Toyota
9391,13,13,4.0,Ford
9392,14,15,3.0,Chevrolet
9393,15,24,13.0,Chevrolet
9394,16,2,24.0,Chevrolet
9395,17,23,19.0,Toyota
9396,18,12,2.0,Ford
9397,19,16,42.0,Chevrolet
9398,20,28,43.0,Chevrolet
9399,21,22,38.0,Ford
9400,22,25,37.0,Chevrolet
9401,23,14,88.0,Chevrolet
9402,24,4,20.0,Toyota
9403,25,30,47.0,Chevrolet
9404,26,31,0.0,Chevrolet
9405,27,29,36.0,Ford
9406,28,18,34.0,Ford
9407,29,37,15.0,Chevrolet
9408,30,26,8.0,Chevrolet
9409,31,34,52.0,Chevrolet
9410,32,36,77.0,Chevrolet
9411,33,19,17.0,Ford
9412,34,32,32.0,Ford
9413,35,35,66.0,Toyota
9414,36,33,51.0,Ford
9415,37,6,10.0,Ford
9417,1,5,19.0,Toyota
9418,2,3,22.0,Ford
9419,3,14,14.0,Ford
9420,4,1,4.0,Ford
9421,5,30,11.0,Toyota
9422,6,6,3.0,Chevrolet
9423,7,8,2.0,Ford
9424,8,4,18.0,Toyota
9425,9,24,6.0,Ford
9426,10,9,21.0,Ford
9427,11,2,1.0,Chevrolet
9428,12,34,48.0,Chevrolet
9429,13,13,24.0,Chevrolet
9430,14,35,20.0,Toyota
9431,15,32,9.0,Chevrolet
9432,16,11,17.0,Ford
9433,17,12,88.0,Chevrolet
9434,18,33,41.0,Ford
9435,19,17,8.0,Chevrolet
9436,20,16,47.0,Chevrolet
9437,21,23,13.0,Chevrolet
9438,22,7,37.0,Chevrolet
9439,23,31,10.0,Ford
9440,24,20,95.0,Toyota
9441,25,22,12.0,Ford
9442,26,21,32.0,Ford
9443,27,19,43.0,Chevrolet
9444,28,15,38.0,Ford
9445,29,36,36.0,Ford
9446,30,29,15.0,Chevrolet
9447,31,27,51.0,Ford
9448,32,26,52.0,Chevrolet
9449,33,37,66.0,Toyota
9450,34,28,77.0,Chevrolet
9451,35,25,0.0,Chevrolet
9452,36,18,34.0,Ford
9453,37,10,42.0,Chevrolet
9455,1,11,9.0,Chevrolet
9456,2,9,88.0,Chevrolet
9457,3,30,47.0,Chevrolet
9458,4,8,22.0,Ford
9459,5,5,8.0,Chevrolet
9460,6,14,1.0,Chevrolet
9461,7,24,6.0,Ford
9462,8,29,62.0,Chevrolet
9463,9,2,10.0,Ford
9464,10,22,18.0,Toyota
9465,11,36,32.0,Ford
9466,12,16,41.0,Ford
9467,13,4,2.0,Ford
9468,14,1,3.0,Chevrolet
9469,15,7,12.0,Ford
9470,16,17,21.0,Ford
9471,17,13,13.0,Chevrolet
9472,18,37,27.0,Chevrolet
9473,19,27,20.0,Toyota
9474,20,20,19.0,Toyota
9475,21,25,24.0,Chevrolet
9476,22,33,81.0,Toyota
9477,23,15,38.0,Ford
9478,24,10,42.0,Chevrolet
9479,25,6,17.0,Ford
9480,26,34,15.0,Chevrolet
9481,27,35,96.0,Toyota
9482,28,40,51.0,Ford
9483,29,3,14.0,Ford
9484,30,31,37.0,Chevrolet
9485,31,26,95.0,Toyota
9486,32,38,77.0,Chevrolet
9487,33,21,48.0,Chevrolet
9488,34,32,0.0,Chevrolet
9489,35,39,52.0,Chevrolet
9490,36,23,11.0,Toyota
9491,37,18,36.0,Ford
9492,38,19,4.0,Ford
9493,39,28,43.0,Chevrolet
9494,40,12,34.0,Ford
9496,1,13,19.0,Toyota
9497,2,5,88.0,Chevrolet
9498,3,3,42.0,Chevrolet
9499,4,6,4.0,Ford
9500,5,1,9.0,Chevrolet
9501,6,15,20.0,Toyota
9502,7,4,22.0,Ford
9503,8,2,24.0,Chevrolet
9504,9,10,14.0,Ford
9505,10,22,18.0,Toyota
9506,11,14,41.0,Ford
9507,12,9,2.0,Ford
9508,13,19,1.0,Chevrolet
9509,14,12,48.0,Chevrolet
9510,15,11,12.0,Ford
9511,16,7,10.0,Ford
9512,17,18,21.0,Ford
9513,18,21,6.0,Ford
9514,19,16,3.0,Chevrolet
9515,20,17,95.0,Toyota
9516,21,8,11.0,Toyota
9517,22,25,13.0,Chevrolet
9518,23,30,37.0,Chevrolet
9519,24,26,34.0,Ford
9520,25,23,8.0,Chevrolet
9521,26,24,38.0,Ford
9522,27,27,43.0,Chevrolet
9523,28,29,47.0,Chevrolet
9524,29,28,32.0,Ford
9525,30,36,15.0,Chevrolet
9526,31,31,0.0,Chevrolet
9527,32,32,36.0,Ford
9528,33,20,17.0,Ford
9529,34,33,51.0,Ford
9530,35,37,27.0,Chevrolet
9531,36,35,77.0,Chevrolet
9532,37,34,52.0,Chevrolet
9534,1,4,2.0,Ford
9535,2,5,88.0,Chevrolet
9536,3,6,20.0,Toyota
9537,4,32,9.0,Chevrolet
9538,5,2,14.0,Ford
9539,6,12,48.0,Chevrolet
9540,7,9,1.0,Chevrolet
9541,8,35,42.0,Chevrolet
9542,9,21,31.0,Chevrolet
9543,10,18,37.0,Chevrolet
9544,11,14,17.0,Ford
9545,12,33,10.0,Ford
9546,13,1,4.0,Ford
9547,14,34,41.0,Ford
9548,15,30,22.0,Ford
9549,16,11,11.0,Toyota
9550,17,15,3.0,Chevrolet
9551,18,17,8.0,Chevrolet
9552,19,31,19.0,Toyota
9553,20,3,24.0,Chevrolet
9554,21,26,36.0,Ford
9555,22,16,32.0,Ford
9556,23,19,6.0,Ford
9557,24,10,21.0,Ford
9558,25,22,47.0,Chevrolet
9559,26,37,34.0,Ford
9560,27,24,38.0,Ford
9561,28,36,13.0,Chevrolet
9562,29,7,43.0,Chevrolet
9563,30,8,18.0,Toyota
9564,31,27,15.0,Chevrolet
9565,32,13,12.0,Ford
9566,33,23,52.0,Ford
9567,34,25,77.0,Chevrolet
9568,35,29,27.0,Chevrolet
9569,36,20,95.0,Toyota
9570,37,38,0.0,Chevrolet
9571,38,40,46.0,Toyota
9572,39,39,66.0,Toyota
9573,40,28,51.0,Chevrolet
9575,1,14,19.0,Toyota
9576,2,7,22.0,Ford
9577,3,3,18.0,Toyota
9578,4,12,9.0,Chevrolet
9579,5,9,17.0,Ford
9580,6,22,37.0,Chevrolet
9581,7,13,88.0,Chevrolet
9582,8,15,48.0,Chevrolet
9583,9,1,24.0,Chevrolet
9584,10,5,4.0,Ford
9585,11,2,10.0,Ford
9586,12,30,32.0,Ford
9587,13,19,12.0,Ford
9588,14,17,21.0,Ford
9589,15,31,38.0,Ford
9590,16,18,6.0,Ford
9591,17,20,11.0,Toyota
9592,18,6,41.0,Ford
9593,19,21,2.0,Ford
9594,20,26,36.0,Ford
9595,21,10,8.0,Chevrolet
9596,22,23,34.0,Ford
9597,23,28,13.0,Chevrolet
9598,24,8,14.0,Ford
9599,25,29,43.0,Chevrolet
9600,26,34,96.0,Toyota
9601,27,11,1.0,Chevrolet
9602,28,39,77.0,Chevrolet
9603,29,36,53.0,Chevrolet
9604,30,37,27.0,Chevrolet
9605,31,24,47.0,Chevrolet
9606,32,40,66.0,Toyota
9607,33,25,42.0,Chevrolet
9608,34,4,3.0,Chevrolet
9609,35,33,52.0,Ford
9610,36,35,15.0,Chevrolet
9611,37,32,0.0,Chevrolet
9612,38,38,51.0,Ford
9613,39,27,95.0,Toyota
9614,40,16,20.0,Toyota
9616,1,2,18.0,Toyota
9617,2,5,2.0,Ford
9618,3,4,20.0,Toyota
9619,4,12,9.0,Chevrolet
9620,5,3,14.0,Ford
9621,6,6,11.0,Toyota
9622,7,16,22.0,Ford
9623,8,9,41.0,Ford
9624,9,1,24.0,Chevrolet
9625,10,13,10.0,Ford
9626,11,21,1.0,Chevrolet
9627,12,17,12.0,Ford
9628,13,23,8.0,Chevrolet
9629,14,24,37.0,Chevrolet
9630,15,15,88.0,Chevrolet
9631,16,19,6.0,Ford
9632,17,22,95.0,Toyota
9633,18,14,21.0,Ford
9634,19,8,48.0,Chevrolet
9635,20,28,34.0,Ford
9636,21,26,43.0,Chevrolet
9637,22,11,4.0,Ford
9638,23,29,47.0,Chevrolet
9639,24,32,15.0,Chevrolet
9640,25,34,51.0,Ford
9641,26,7,42.0,Chevrolet
9642,27,25,13.0,Chevrolet
9643,28,35,27.0,Chevrolet
9644,29,36,77.0,Chevrolet
9645,30,27,38.0,Ford
9646,31,31,0.0,Chevrolet
9647,32,18,17.0,Ford
9648,33,30,36.0,Ford
9649,34,37,52.0,Chevrolet
9650,35,20,19.0,Toyota
9651,36,33,32.0,Ford
9652,37,10,3.0,Chevrolet
9654,1,1,22.0,Ford
9655,2,7,1.0,Chevrolet
9656,3,16,19.0,Toyota
9657,4,9,41.0,Ford
9658,5,15,18.0,Toyota
9659,6,8,2.0,Ford
9660,7,3,4.0,Ford
9661,8,18,6.0,Ford
9662,9,13,12.0,Ford
9663,10,20,88.0,Chevrolet
9664,11,4,11.0,Toyota
9665,12,11,8.0,Chevrolet
9666,13,6,21.0,Ford
9667,14,22,42.0,Chevrolet
9668,15,19,48.0,Chevrolet
9669,16,31,37.0,Chevrolet
9670,17,2,10.0,Ford
9671,18,21,24.0,Chevrolet
9672,19,10,17.0,Ford
9673,20,17,9.0,Chevrolet
9674,21,29,95.0,Toyota
9675,22,25,13.0,Chevrolet
9676,23,32,32.0,Ford
9677,24,26,36.0,Ford
9678,25,28,47.0,Chevrolet
9679,26,12,3.0,Chevrolet
9680,27,23,34.0,Ford
9681,28,27,43.0,Chevrolet
9682,29,30,0.0,Chevrolet
9683,30,36,15.0,Chevrolet
9684,31,14,20.0,Toyota
9685,32,35,77.0,Chevrolet
9686,33,34,52.0,Chevrolet
9687,34,24,38.0,Ford
9688,35,5,14.0,Ford
9689,36,33,51.0,Ford
9691,1,8,19.0,Toyota
9692,2,7,18.0,Toyota
9693,3,9,12.0,Ford
9694,4,19,95.0,Toyota
9695,5,6,11.0,Toyota
9696,6,23,4.0,Ford
9697,7,21,6.0,Ford
9698,8,32,20.0,Toyota
9699,9,15,10.0,Ford
9700,10,1,42.0,Chevrolet
9701,11,14,14.0,Ford
9702,12,11,48.0,Chevrolet
9703,13,16,1.0,Chevrolet
9704,14,12,88.0,Chevrolet
9705,15,25,8.0,Chevrolet
9706,16,10,37.0,Chevrolet
9707,17,5,41.0,Ford
9708,18,22,2.0,Ford
9709,19,2,24.0,Chevrolet
9710,20,18,38.0,Ford
9711,21,17,17.0,Ford
9712,22,24,21.0,Ford
9713,23,3,22.0,Ford
9714,24,26,3.0,Chevrolet
9715,25,13,34.0,Ford
9716,26,30,43.0,Chevrolet
9717,27,31,13.0,Chevrolet
9718,28,28,36.0,Ford
9719,29,20,47.0,Chevrolet
9720,30,29,96.0,Toyota
9721,31,35,0.0,Chevrolet
9722,32,27,32.0,Ford
9723,33,37,15.0,Chevrolet
9724,34,33,77.0,Chevrolet
9725,35,38,27.0,Chevrolet
9726,36,34,52.0,Chevrolet
9727,37,4,9.0,Chevrolet
9728,38,36,51.0,Chevrolet
9730,1,8,88.0,Chevrolet
9731,2,14,42.0,Chevrolet
9732,3,19,22.0,Ford
9733,4,4,48.0,Chevrolet
9734,5,12,2.0,Ford
9735,6,10,12.0,Ford
9736,7,21,20.0,Toyota
9737,8,11,24.0,Chevrolet
9738,9,18,19.0,Toyota
9739,10,1,3.0,Chevrolet
9740,11,13,9.0,Chevrolet
9741,12,25,17.0,Ford
9742,13,5,1.0,Chevrolet
9743,14,2,4.0,Ford
9744,15,9,11.0,Toyota
9745,16,15,10.0,Ford
9746,17,16,6.0,Ford
9747,18,27,37.0,Chevrolet
9748,19,3,8.0,Chevrolet
9749,20,7,34.0,Ford
9750,21,24,21.0,Ford
9751,22,17,18.0,Toyota
9752,23,23,38.0,Ford
9753,24,28,41.0,Ford
9754,25,26,43.0,Chevrolet
9755,26,31,15.0,Chevrolet
9756,27,29,95.0,Toyota
9757,28,22,47.0,Chevrolet
9758,29,38,36.0,Ford
9759,30,30,32.0,Ford
9760,31,33,0.0,Chevrolet
9761,32,32,52.0,Ford
9762,33,36,53.0,Chevrolet
9763,34,37,27.0,Chevrolet
9764,35,20,13.0,Chevrolet
9765,36,34,51.0,Ford
9766,37,6,14.0,Ford
9767,38,35,77.0,Chevrolet
9769,1,34,77.0,Chevrolet
9770,2,12,24.0,Chevrolet
9771,3,14,48.0,Chevrolet
9772,4,23,13.0,Chevrolet
9773,5,18,6.0,Ford
9774,6,30,32.0,Ford
9775,7,11,10.0,Ford
9776,8,25,95.0,Toyota
9777,9,31,36.0,Ford
9778,10,8,1.0,Chevrolet
9779,11,33,0.0,Chevrolet
9780,12,37,52.0,Ford
9781,13,28,34.0,Ford
9782,14,2,18.0,Toyota
9783,15,29,43.0,Chevrolet
9784,16,20,21.0,Ford
9785,17,22,37.0,Chevrolet
9786,18,24,8.0,Chevrolet
9787,19,39,62.0,Chevrolet
9788,20,13,42.0,Chevrolet
9789,21,9,88.0,Chevrolet
9790,22,5,19.0,Toyota
9791,23,17,20.0,Toyota
9792,24,19,17.0,Ford
9793,25,1,22.0,Ford
9794,26,6,11.0,Toyota
9795,27,40,53.0,Chevrolet
9796,28,35,51.0,Ford
9797,29,4,4.0,Ford
9798,30,38,27.0,Chevrolet
9799,31,36,96.0,Toyota
9800,32,26,47.0,Chevrolet
9801,33,21,3.0,Chevrolet
9802,34,16,14.0,Ford
9803,35,7,9.0,Chevrolet
9804,36,10,12.0,Ford
9805,37,32,15.0,Chevrolet
9806,38,27,38.0,Ford
9807,39,3,2.0,Ford
9808,40,15,41.0,Ford
9810,1,4,1.0,Chevrolet
9811,2,10,18.0,Toyota
9812,3,21,20.0,Toyota
9813,4,19,42.0,Chevrolet
9814,5,18,11.0,Toyota
9815,6,7,14.0,Ford
9816,7,11,22.0,Ford
9817,8,1,41.0,Ford
9818,9,35,6.0,Ford
9819,10,25,37.0,Chevrolet
9820,11,14,21.0,Ford
9821,12,16,17.0,Ford
9822,13,15,12.0,Ford
9823,14,2,10.0,Ford
9824,15,20,9.0,Chevrolet
9825,16,23,95.0,Toyota
9826,17,22,88.0,Chevrolet
9827,18,12,24.0,Chevrolet
9828,19,8,19.0,Toyota
9829,20,3,2.0,Ford
9830,21,29,47.0,Chevrolet
9831,22,5,4.0,Ford
9832,23,27,43.0,Chevrolet
9833,24,6,8.0,Chevrolet
9834,25,17,34.0,Ford
9835,26,26,13.0,Chevrolet
9836,27,30,36.0,Ford
9837,28,28,32.0,Ford
9838,29,24,38.0,Ford
9839,30,13,48.0,Chevrolet
9840,31,32,15.0,Chevrolet
9841,32,33,0.0,Chevrolet
9842,33,31,51.0,Ford
9843,34,36,77.0,Chevrolet
9844,35,9,3.0,Chevrolet
9845,36,34,52.0,Chevrolet
9847,1,14,4.0,Ford
9848,2,23,11.0,Toyota
9849,3,4,20.0,Toyota
9850,4,5,12.0,Ford
9851,5,7,95.0,Toyota
9852,6,6,19.0,Toyota
9853,7,26,6.0,Ford
9854,8,2,18.0,Toyota
9855,9,8,22.0,Ford
9856,10,1,2.0,Ford
9857,11,9,10.0,Ford
9858,12,22,24.0,Chevrolet
9859,13,17,21.0,Ford
9860,14,37,88.0,Chevrolet
9861,15,25,37.0,Chevrolet
9862,16,18,13.0,Chevrolet
9863,17,24,34.0,Ford
9864,18,3,1.0,Chevrolet
9865,19,13,41.0,Ford
9866,20,16,14.0,Ford
9867,21,28,47.0,Chevrolet
9868,22,27,43.0,Chevrolet
9869,23,29,32.0,Ford
9870,24,30,36.0,Ford
9871,25,32,15.0,Chevrolet
9872,26,31,0.0,Chevrolet
9873,27,33,27.0,Chevrolet
9874,28,35,51.0,Ford
9875,29,12,9.0,Chevrolet
9876,30,10,48.0,Chevrolet
9877,31,34,77.0,Chevrolet
9878,32,21,3.0,Chevrolet
9879,33,15,42.0,Chevrolet
9880,34,20,38.0,Ford
9881,35,36,52.0,Chevrolet
9882,36,11,17.0,Ford
9883,37,19,8.0,Chevrolet
9885,1,9,11.0,Toyota
9886,2,4,20.0,Toyota
9887,3,8,19.0,Toyota
9888,4,31,24.0,Chevrolet
9889,5,23,42.0,Chevrolet
9890,6,1,4.0,Ford
9891,7,17,8.0,Chevrolet
9892,8,11,2.0,Ford
9893,9,5,18.0,Toyota
9894,10,30,12.0,Ford
9895,11,13,14.0,Ford
9896,12,3,10.0,Ford
9897,13,2,22.0,Ford
9898,14,19,6.0,Ford
9899,15,32,48.0,Chevrolet
9900,16,33,37.0,Chevrolet
9901,17,10,95.0,Toyota
9902,18,16,21.0,Ford
9903,19,34,3.0,Chevrolet
9904,20,12,88.0,Chevrolet
9905,21,14,17.0,Ford
9906,22,21,43.0,Chevrolet
9907,23,22,36.0,Ford
9908,24,7,41.0,Ford
9909,25,35,34.0,Ford
9910,26,36,32.0,Ford
9911,27,6,1.0,Chevrolet
9912,28,24,0.0,Chevrolet
9913,29,25,13.0,Chevrolet
9914,30,37,15.0,Chevrolet
9915,31,28,77.0,Chevrolet
9916,32,38,27.0,Chevrolet
9917,33,27,51.0,Ford
9918,34,29,52.0,Ford
9919,35,26,53.0,Chevrolet
9920,36,15,38.0,Ford
9921,37,20,47.0,Chevrolet
9922,38,18,9.0,Chevrolet
9924,1,1,9.0,Chevrolet
9925,2,4,19.0,Toyota
9926,3,6,11.0,Toyota
9927,4,14,20.0,Toyota
9928,5,19,12.0,Ford
9929,6,20,95.0,Toyota
9930,7,15,4.0,Ford
9931,8,5,42.0,Chevrolet
9932,9,10,2.0,Ford
9933,10,7,1.0,Chevrolet
9934,11,3,18.0,Toyota
9935,12,9,10.0,Ford
9936,13,16,37.0,Chevrolet
9937,14,17,88.0,Chevrolet
9938,15,12,17.0,Ford
9939,16,11,34.0,Ford
9940,17,18,41.0,Ford
9941,18,22,21.0,Ford
9942,19,8,48.0,Chevrolet
9943,20,13,14.0,Ford
9944,21,2,24.0,Chevrolet
9945,22,31,38.0,Ford
9946,23,21,22.0,Ford
9947,24,26,36.0,Ford
9948,25,25,6.0,Ford
9949,26,24,96.0,Toyota
9950,27,32,15.0,Chevrolet
9951,28,30,43.0,Chevrolet
9952,29,34,0.0,Chevrolet
9953,30,27,13.0,Chevrolet
9954,31,28,3.0,Chevrolet
9955,32,36,52.0,Chevrolet
9956,33,35,51.0,Chevrolet
9957,34,33,32.0,Ford
9958,35,23,8.0,Chevrolet
9959,36,29,47.0,Chevrolet
9960,37,37,77.0,Chevrolet
9962,1,2,4.0,Ford
9963,2,14,11.0,Toyota
9964,3,17,42.0,Chevrolet
9965,4,15,19.0,Toyota
9966,5,11,41.0,Ford
9967,6,22,18.0,Toyota
9968,7,29,47.0,Chevrolet
9969,8,3,24.0,Chevrolet
9970,9,6,9.0,Chevrolet
9971,10,4,88.0,Chevrolet
9972,11,21,13.0,Chevrolet
9973,12,20,6.0,Ford
9974,13,37,3.0,Chevrolet
9975,14,25,37.0,Chevrolet
9976,15,9,21.0,Ford
9977,16,24,38.0,Ford
9978,17,8,22.0,Ford
9979,18,16,20.0,Toyota
9980,19,1,2.0,Ford
9981,20,27,95.0,Toyota
9982,21,31,32.0,Ford
9983,22,23,34.0,Ford
9984,23,13,1.0,Chevrolet
9985,24,7,12.0,Ford
9986,25,19,36.0,Ford
9987,26,38,8.0,Chevrolet
9988,27,26,43.0,Chevrolet
9989,28,18,17.0,Ford
9990,29,30,15.0,Chevrolet
9991,30,28,0.0,Chevrolet
9992,31,32,27.0,Chevrolet
9993,32,33,52.0,Ford
9994,33,12,10.0,Ford
9995,34,10,48.0,Chevrolet
9996,35,35,77.0,Chevrolet
9997,36,34,51.0,Ford
9998,37,5,14.0,Ford
9999,38,36,53.0,Ford
10001,1,1,11.0,Toyota
10002,2,7,95.0,Toyota
10003,3,13,2.0,Ford
10004,4,31,18.0,Toyota
10005,5,6,9.0,Chevrolet
10006,6,2,42.0,Chevrolet
10007,7,20,14.0,Ford
10008,8,18,41.0,Ford
10009,9,4,1.0,Chevrolet
10010,10,12,12.0,Ford
10011,11,14,6.0,Ford
10012,12,17,8.0,Chevrolet
10013,13,3,19.0,Toyota
10014,14,22,43.0,Chevrolet
10015,15,10,88.0,Chevrolet
10016,16,11,22.0,Ford
10017,17,29,37.0,Chevrolet
10018,18,23,47.0,Chevrolet
10019,19,30,48.0,Chevrolet
10020,20,24,13.0,Chevrolet
10021,21,21,24.0,Chevrolet
10022,22,9,20.0,Toyota
10023,23,25,21.0,Ford
10024,24,26,32.0,Ford
10025,25,32,0.0,Chevrolet
10026,26,39,15.0,Chevrolet
10027,27,27,36.0,Ford
10028,28,36,54.0,Ford
10029,29,5,10.0,Ford
10030,30,34,27.0,Chevrolet
10031,31,38,52.0,Chevrolet
10032,32,33,51.0,Chevrolet
10033,33,15,17.0,Ford
10034,34,19,3.0,Chevrolet
10035,35,35,53.0,Chevrolet
10036,36,16,38.0,Ford
10037,37,28,34.0,Ford
10038,38,37,77.0,Chevrolet
10039,39,8,4.0,Ford
10041,1,15,20.0,Toyota
10042,2,3,42.0,Chevrolet
10043,3,33,18.0,Toyota
10044,4,11,4.0,Ford
10045,5,2,2.0,Ford
10046,6,13,14.0,Ford
10047,7,4,1.0,Chevrolet
10048,8,19,95.0,Toyota
10049,9,17,21.0,Ford
10050,10,14,3.0,Chevrolet
10051,11,5,41.0,Ford
10052,12,12,37.0,Chevrolet
10053,13,10,12.0,Ford
10054,14,7,22.0,Ford
10055,15,22,19.0,Toyota
10056,16,6,48.0,Chevrolet
10057,17,30,10.0,Ford
10058,18,16,88.0,Chevrolet
10059,19,8,9.0,Chevrolet
10060,20,29,13.0,Chevrolet
10061,21,1,24.0,Chevrolet
10062,22,20,47.0,Chevrolet
10063,23,24,6.0,Ford
10064,24,28,43.0,Chevrolet
10065,25,25,0.0,Chevrolet
10066,26,26,38.0,Ford
10067,27,32,36.0,Ford
10068,28,31,15.0,Chevrolet
10069,29,9,11.0,Toyota
10070,30,34,77.0,Chevrolet
10071,31,37,27.0,Chevrolet
10072,32,35,52.0,Chevrolet
10073,33,21,17.0,Ford
10074,34,39,66.0,Toyota
10075,35,38,54.0,Chevrolet
10076,36,27,32.0,Ford
10077,37,18,8.0,Chevrolet
10078,38,23,34.0,Ford
10079,39,36,51.0,Chevrolet
10081,1,1,4.0,Ford
10082,2,4,22.0,Ford
10083,3,15,43.0,Chevrolet
10084,4,29,24.0,Chevrolet
10085,5,3,14.0,Ford
10086,6,33,11.0,Toyota
10087,7,9,12.0,Ford
10088,8,22,6.0,Ford
10089,9,24,9.0,Chevrolet
10090,10,2,21.0,Ford
10091,11,20,41.0,Ford
10092,12,18,3.0,Chevrolet
10093,13,25,13.0,Chevrolet
10094,14,10,10.0,Ford
10095,15,16,37.0,Chevrolet
10096,16,23,47.0,Chevrolet
10097,17,21,34.0,Ford
10098,18,26,95.0,Toyota
10099,19,30,32.0,Ford
